Tarefa,categoria,cliente,descrição,Legenda,prazo,Dia,Hora,prioridade,responsável,status,Inspiração,Link entrega
O FIM DOS INCENTIVOS FISCAIS? O QUE A REFORMA TRIBUTÁRIA ESCONDE DE VOCÊ!,Video,HDG,,O maior medo dos empresários com a Reforma Tributária: o fim dos incentivos fiscais! O Igor explica a transição até 2032 e o que muda pesadamente já em 2027 com a chegada do IVA Dual. A sua empresa está preparada pro impacto? 🚨⚖️ #ReformaTributaria #IVADual #Impostos,05/08/2026,quarta-feira,20:00:00,Baixa,Junior,Postar,,
Carrossel 4: Expansão de Uso (Confeitaria e Panificação),carrossel,icecream,"Slide 1 (Capa): Se você acha que a Ice Cream só atende sorveterias, está deixando dinheiro na mesa.

Slide 2: Nossas bases prontas, cacau 100% e emulsificantes são o segredo por trás da produção de grandes indústrias de panificação e confeitarias.

Slide 3: O nosso Ice Gel, por exemplo, é amplamente utilizado em escala industrial para deixar massas de bolos muito mais fofas e aeradas.

Slide 4: E nossa linha com mais de 25 saborizantes em pó garante padronização e alto rendimento para recheios, caldas e coberturas premium.

Slide 5 (CTA): Diversifique sua produção com quem tem 40 anos de chão de fábrica. Fale com nosso comercial.",,06/08/2026,quinta-feira,,Baixa,Viviane,A fazer,,
COMO ESSA INDÚSTRIA PAULISTA USOU CROSS DOCKIN PARA PAGAR MENOS IMPOSTO!,Video,HDG,Corte Igor,Na prática: veja como estruturamos a operação de uma indústria de São Paulo para abastecer suas próprias lojas físicas pagando uma fração do imposto original. A rota capixaba pode transformar seu negócio! 🚛📉 #CrossDocking #InovacaoTributaria #Planejamento,06/08/2026,quinta-feira,18:00:00,Baixa,Junior,Postar,,
"Recuperação de créditos: por que uma achou R$ 10 milhões e nós, R$ 700 mil",Blog,HDG,"---
title: ""Recuperação de créditos: por que uma achou R$ 10 milhões e nós, R$ 700 mil""
meta_description: ""Duas consultorias, o mesmo CNPJ, números que não batem. Entenda as três camadas de crédito tributário, quem responde pela compensação indevida e como avaliar uma proposta de recuperação antes da virada de 2027.""
keywords: recuperação de créditos tributários, crédito tributário seguro, consultoria tributária confiável, compensação indevida, multa de ofício, PER/DCOMP, EFD-Contribuições, créditos PIS COFINS CBS, LC 214/2025, auditoria fiscal retroativa
author: Igor Izoton — Hedge Tax
focus_keyword: recuperação de créditos tributários
---

# Uma consultoria achou R$ 10 milhões em créditos. A nossa achou R$ 700 mil. Quem está certo?

O dono de uma indústria de móveis do interior do Espírito Santo me disse isso numa call de quinze minutos, e resumiu melhor do que qualquer material de vendas:

> ""A gente tem que focar na nossa indústria. A gente não quer focar em risco jurídico. O Brasil já é um país que tem risco demais para a gente acrescentar mais um ao nosso negócio.""

Antes disso, ele tinha descrito a rotina do último ano:

> ""Toda semana é uma pessoa nova de uma outra consultoria tributária, um advogado entrando com uma ação ou com alguma coisa. Chega a ser insuportável. Só que, querendo ou não, quando você está nessa reta final, sempre fica com aquela pulga atrás da orelha: será que tem alguma coisa mesmo?""

As duas frases juntas descrevem o problema real de quem tem uma empresa de porte hoje. Existe dinheiro parado em imposto pago a maior — isso é verdade e é grande. E existe uma indústria inteira vendendo esse dinheiro com um nível de rigor que varia do conservador ao criminoso, sem que o empresário tenha como distinguir olhando de fora.

Este texto é sobre como distinguir.

## O caso concreto: R$ 10 milhões contra R$ 700 mil

Um cliente nosso, indicado por uma contabilidade, estava sendo cortejado por três consultorias ao mesmo tempo. Os números apresentados a ele iam de R$ 5 milhões a R$ 10 milhões em créditos recuperáveis.

Nosso levantamento, sobre a mesma base documental, apontou aproximadamente R$ 700 mil.

Não é que os outros estivessem inventando números do nada. Eles estavam somando, num único total, coisas com naturezas jurídicas completamente diferentes — e apresentando o resultado como se fosse tudo dinheiro no caixa. É a diferença entre ""quanto existe de discussão possível"" e ""quanto entra na sua conta sem você virar réu"".

## As três camadas de crédito (e por que ninguém separa isso na proposta)

Todo levantamento de recuperação encontra três tipos de crédito. Uma consultoria séria separa os três na apresentação. Uma consultoria agressiva soma tudo e mostra o total em negrito no slide de capa.

**Camada 1 — Crédito administrativo.** Erro material, sem controvérsia. Guia paga em duplicidade, base de cálculo escriturada errado, alíquota aplicada acima da devida, crédito de insumo que a legislação sempre autorizou e a empresa nunca tomou, retenção na fonte não aproveitada. Não depende de interpretação, não depende de juiz. Depende de prova documental. É o crédito que se compensa por PER/DCOMP e dorme tranquilo.

**Camada 2 — Crédito interpretativo.** A lei comporta a leitura, e existe respaldo: solução de consulta da Receita Federal, jurisprudência consolidada do STJ em repetitivo, precedente vinculante do STF. Exemplo clássico: a exclusão do ICMS da base do PIS/COFINS depois do Tema 69. Tem risco? Tem, mas é risco mensurável, e você sabe exatamente qual é o argumento do outro lado antes de tomar o crédito.

**Camada 3 — Tese.** Ainda não tem decisão vinculante. Ou tem decisão vinculante contra, e a aposta é na modulação, na distinção, ou numa mudança futura de entendimento. Pode ser um trabalho legítimo — desde que seja apresentado como o que é: uma ação judicial, com custo, prazo e chance de perda, não um crédito.

O problema não é a camada 3 existir. O problema é ela ser vendida com o nome da camada 1.

| Camada | Fundamento | Como se materializa | Risco real |
|---|---|---|---|
| 1. Administrativo | Erro de fato, prova documental | PER/DCOMP, retificação de obrigação acessória | Baixo — glosa pontual se a documentação falhar |
| 2. Interpretativo | Solução de consulta, repetitivo, tema vinculante | Compensação com respaldo formalizado em parecer | Médio — glosa com lançamento e multa se o entendimento virar |
| 3. Tese | Argumento sem decisão vinculante favorável | Ação judicial, depósito ou risco assumido | Alto — passivo, honorários, tempo, exposição |

Quando alguém te apresenta R$ 10 milhões, a primeira pergunta não é ""como você chegou nesse número"". É: **quanto disso é camada 1?**

## ""Fazer o levantamento chama fiscalização?""

Essa é a dúvida mais frequente, e a resposta honesta tem duas partes.

Não existe relação direta. A Receita não recebe aviso de que sua empresa contratou uma consultoria, e o simples levantamento — que é feito sobre documentos que já estão no SPED, na EFD-Contribuições e nas guias pagas — não gera nenhum evento no sistema dela.

O que gera evento é o passo seguinte: a retificação de obrigação acessória e a transmissão da compensação. Aí sim há um ato do contribuinte, com CNPJ, data e valor, que entra na malha. E é exatamente por isso que a qualidade do levantamento importa: o risco não está em olhar, está em declarar.

Vale registrar uma coisa que ouço com frequência: há empresas que fazem o projeto quase por curiosidade, descobrem que existe crédito, e decidem não seguir — porque, olhando por dentro, encontram problemas na própria documentação que tornam a exposição maior que o ganho. Isso é uma decisão empresarial legítima, e um bom levantamento tem que permitir que ela seja tomada com informação, não no escuro.

## ""Se a consultoria só ganha no êxito, qual é o meu risco?""

Essa é a pergunta que separa o empresário experiente do resto. Já ouvi de gente de fora do mundo empresarial que recuperação de crédito é ""a melhor coisa do mundo, não tem custo nenhum, a empresa só paga se der certo"". Quem é sócio de empresa sabe que não funciona assim.

O êxito elimina o custo financeiro do estudo. Ele não transfere a responsabilidade.

Quem assina a EFD-Contribuições retificada é a empresa. Quem transmite o PER/DCOMP é a empresa. Se a compensação não for homologada, o débito volta a ser exigido do CNPJ, corrigido pela Selic, com multa de ofício de 75% sobre o tributo (art. 44, I, da Lei nº 9.430/96). Se a fiscalização entender que houve sonegação, fraude ou conluio, a multa qualificada vai a 100% — e a 150% em caso de reincidência, na redação dada pela Lei nº 14.689/2023, com o limite confirmado pelo STF no Tema 863 (RE 736.090).

A consultoria que ganhou 20% do valor compensado três anos atrás não está no polo passivo do auto de infração. O contrato de êxito é um bom alinhamento de incentivos para o estudo, mas é um alinhamento assimétrico no risco: o upside é dividido, o downside é todo seu.

Isso não é argumento para não fazer. É argumento para fazer com quem entrega um número que sobrevive a uma auditoria.

## ""Estamos trocando de contabilidade e migrando o ERP. É hora?""

A objeção operacional é legítima e aparece sempre em empresa que está no meio de uma virada. Vale medir de onde vem o esforço.

Num projeto de recuperação bem estruturado, a carga de trabalho não cai sobre a diretoria nem sobre o time interno. O fluxo é:

1. Assinatura do termo de confidencialidade pelas duas partes.
2. Autorização para a consultoria solicitar documentos diretamente à contabilidade — parte deles obtida por procuração eletrônica, sem depender de ninguém.
3. Cerca de 60 dias de trabalho interno de análise. Às vezes 40, mas o prazo honesto de alinhamento de expectativa é 60.
4. Entrega do relatório com as oportunidades identificadas e os valores, oportunidade por oportunidade.

Somando a fase de coleta, a primeira entrega fica entre 70 e 80 dias. O envolvimento da empresa se concentra depois, na discussão de cada oportunidade — e essa conversa é majoritariamente técnica, entre consultoria e contabilidade.

Se a contabilidade é organizada, esse é o trecho mais leve do projeto. O momento ruim para começar é aquele em que se decide que nunca é o momento: sempre vai aparecer um sistema para migrar, um fechamento, uma auditoria. E o prazo de decadência corre sozinho — cada mês que passa apaga um mês da janela retroativa de cinco anos.

## Como avaliar uma proposta de recuperação antes de assinar

Oito perguntas. Nenhuma delas exige que você seja tributarista para entender a resposta:

1. **Quanto do total apresentado é camada 1, 2 e 3?** Se a proposta não separa, ela não foi feita para você decidir — foi feita para você assinar.
2. **Qual a base legal de cada oportunidade, item a item?** Número de lei, artigo, solução de consulta, número do tema repetitivo. Não ""jurisprudência consolidada"" no genérico.
3. **A compensação é administrativa ou depende de ação judicial?** Se depende de ação, isso é litígio, não recuperação.
4. **Qual o cenário de glosa?** Uma consultoria séria já mapeou o argumento do fisco contra cada tese que ela mesma indicou.
5. **Quem assina o parecer técnico?** Nome, OAB ou CRC, responsabilidade profissional identificada.
6. **O que acontece se a compensação não for homologada?** Existe acompanhamento da defesa? Está no contrato ou é serviço novo?
7. **O relatório vem com memória de cálculo auditável?** Você precisa conseguir refazer o número com a sua contabilidade.
8. **Existe obrigação de dar seguimento?** Um trabalho conservador não teme o ""não"". Se o resultado for pequeno demais ou a exposição alta demais, você tem que poder parar depois do relatório, sem multa e sem constrangimento.

Se as respostas vierem em forma de ""confia"", o número não é confiável.

## A camada da Reforma: 2026 é o ano em que a foto é tirada

Existe uma razão técnica — não comercial — para o assunto ter ficado urgente agora.

PIS e COFINS se extinguem em 31/12/2026. A CBS entra em 01/01/2027. Os saldos credores não se perdem: os arts. 378 a 383 da LC nº 214/2025 asseguram que os créditos de PIS/COFINS não apropriados ou não utilizados continuam válidos, podendo ser compensados com débitos de CBS, compensados com outros tributos federais ou ressarcidos em dinheiro. Em junho de 2026, a Receita Federal confirmou o procedimento: tudo pelo PER/DCOMP Web, com funcionalidade específica para essa finalidade.

O detalhe que muda o jogo está em como o sistema vai enxergar esse saldo: **ele será recuperado automaticamente a partir do que estiver informado na EFD-Contribuições de dezembro de 2026.**

Ou seja, a EFD-Contribuições de dezembro/2026 é a fotografia oficial do seu estoque de crédito. O que estiver escriturado ali entra no novo regime com trilha limpa. O que não estiver não desaparece juridicamente — o prazo de cinco anos para repetição de indébito continua correndo — mas passa a exigir retificação de obrigação acessória de um tributo extinto, sobre um período fechado, com um ônus de prova bem menos confortável.

Dois números dimensionam a coisa. A Receita estima cerca de R$ 140 bilhões em créditos de PIS/COFINS no sistema. E já identificou divergências em aproximadamente 12 mil empresas, envolvendo algo perto de R$ 44 bilhões, que serão orientadas a regularizar via EFD-Contribuições. Traduzindo: o fisco está cruzando esses saldos agora, antes da virada.

Há ainda uma oportunidade específica que quase ninguém está calculando. O art. 381 da LC nº 214/2025 concede crédito presumido de CBS sobre o estoque de bens materiais existente em 01/01/2027, para quem estava no regime cumulativo do PIS/COFINS em 31/12/2026 — caso típico do Lucro Presumido — e também para bens adquiridos sob substituição tributária ou incidência monofásica. Para bens nacionais, o crédito corresponde a 9,25% do valor do estoque, apurado conforme as regras do IRPJ. A apropriação deve ocorrer até 30 de junho de 2027 e o uso se dá em doze parcelas mensais, exclusivamente contra débitos de CBS.

Quem chega em dezembro de 2026 com inventário desorganizado perde esse crédito por incapacidade de comprovar o estoque — não por falta de direito.

| Marco | O que acontece | O que precisa estar pronto antes |
|---|---|---|
| Ao longo de 2026 | Cruzamento de saldos credores pela Receita | Revisão de EFD-Contribuições dos últimos 5 anos |
| 31/12/2026 | Extinção de PIS e COFINS | Saldo credor corretamente escriturado |
| Dez/2026 (EFD) | Fotografia do saldo que migra ao PER/DCOMP Web | Escrituração e inventário auditados |
| 01/01/2027 | CBS em vigor; estoque gera crédito presumido (art. 381) | Inventário valorado conforme regras do IRPJ |
| Até 30/06/2027 | Prazo de apropriação do crédito de estoque | Levantamento concluído |

## O ponto

A pergunta do título não tem resposta única, e é isso que a torna útil: o número certo depende de qual pergunta a consultoria estava respondendo.

Se a pergunta é ""quanto de discussão tributária cabe nesta empresa"", R$ 10 milhões pode ser um número honesto. Se a pergunta é ""quanto entra no caixa sem abrir passivo"", o número é outro, sempre menor, e é o único que serve para tomar decisão.

Recuperação de crédito não é uma competição de quem acha mais. É uma competição de quem acha o que sobrevive à fiscalização.

**Sobre a Hedge Tax.** Somos uma consultoria tributária boutique com sede em Vila Velha (ES), reconhecida como uma das principais referências em recuperação de créditos tributários e auditoria fiscal retroativa no Espírito Santo, com atuação em todo o país. Nosso time tem passagem por Deloitte, ArcelorMittal e Vale S.A. Trabalhamos com levantamento segregado por camada de risco, memória de cálculo auditável e parecer técnico assinado — e apresentamos o número conservador, mesmo quando ele é menor do que o que você ouviu de outro lugar. Se a sua empresa está avaliando propostas de recuperação e quer uma leitura técnica antes de decidir, fale com a gente: **hedgeconsultoria.com**.

Fale comigo diretamente pelo WhatsApp nesse link:
https://api.whatsapp.com/send/?phone=5527999614664

Igor Izoton
CEO, Hedge Tax
+55 27 99961-4664
igor@hedgeconsultoria.com

*Este conteúdo tem caráter informativo e não constitui consultoria tributária individualizada. A viabilidade, o valor e o nível de risco de cada crédito dependem da análise documental específica de cada empresa, do seu regime de apuração e do seu histórico fiscal. As regras, prazos e percentuais citados baseiam-se na legislação vigente (EC nº 132/2023, LC nº 214/2025 — arts. 378 a 383, Lei nº 9.430/96 — arts. 44 e 74, Lei nº 14.689/2023, CTN — art. 168, e orientações da Receita Federal sobre PER/DCOMP Web publicadas em junho de 2026) e estão sujeitos a alteração e a regulamentação complementar.*
",,06/08/2026,quinta-feira,,Baixa,Junior,A fazer,,
Pose anos 90 e a tatuagem pronta - 1007,Video,Mineiro,"Os tatuadores finalizam a tatuagem. Mineiro fala: ""Agora sim, acabou! Bora tirar as fotos."" Em seguida, começam as fotos: uma foto atrás da outra, em sequência rápida, com poses engraçadas (um sentado em cima do outro, pose dos anos 90, etc.). O restante do vídeo é apenas as fotos sendo mostradas em sequência, sem falas.",,07/08/2026,sexta-feira,17:00:00,Baixa,Junior,A fazer,https://www.instagram.com/p/DWjUAcJgBBa/,
Carrossel 2: A Ciência da Textura (Liga vs. Emulsificante),carrossel,icecream,"Slide 1 (Capa): O pesadelo dos cristais de gelo: Como resolver na sua produção?

Slide 2: O erro mais comum na fabricação é errar o equilíbrio entre estabilização e aeração da calda.

Slide 3: A Liga Neutra entra para não deixar a água se separar da gordura. É ela que segura a estrutura térmica e evita a formação de gelo.

Slide 4: Já os Emulsificantes (como nossa linha Ice Gel e Ice Mix) incorporam ar (overrun). Eles são os responsáveis pela maciez e alto rendimento.

Slide 5 (CTA): Não tente adivinhar a proporção. Converse com a equipe técnica da Ice Cream e garanta o mix ideal para a sua receita.",,07/08/2026,sexta-feira,,Baixa,Viviane,A fazer,,
Carrossel 7: A Armadilha da Internet,carrossel,HDG,"Slide 1: Dica de imposto no TikTok é o jeito mais rápido de tomar uma multa da Receita.
Slide 2: Todo dia surge um ""guru"" da internet vendendo uma tese milagrosa para você zerar os impostos do seu CNPJ da noite para o dia.
Slide 3: A armadilha mortal: a estratégia genérica que salva uma grande indústria pode destruir completamente o caixa do seu pequeno comércio.
Slide 4: Quando a notificação da malha fina bater na sua porta, o influenciador do vídeo não vai dividir a conta e os juros com você.
Slide 5: Planejamento tributário seguro se faz analisando o SEU balanço, não a trend da semana. Vem jogar o jogo de adultos com a Hedge Consultoria.
",,07/08/2026,sexta-feira,,Baixa,Viviane,A fazer,,
Video Teaser,Video,Mineiro,,,10/08/2026,segunda-feira,18:00:00,Baixa,Junior,A fazer,,
Cade meu anão,Orçamento,Venturini,,,,sábado,,Baixa,Junior,Finalizado,,
6 - linha de produtos 3,Video,icecream,,,10/08/2026,segunda-feira,,Baixa,Junior,A fazer,,
Video Teaser,Video,Mineiro,,,11/08/2026,terça-feira,18:00:00,Baixa,Junior,A fazer,,
Autoridade em Foco (O Peso da Liderança):,Estático,icecream,"Arte: Um retrato forte e bem iluminado do Vladimir, preferencialmente no laboratório, avaliando uma amostra de corante ou emulsificante. Design estilo ""capa de revista de negócios"".

Texto na imagem (Quote em destaque): ""Não vendemos apenas insumos. Formulamos o diferencial competitivo da sua indústria."" - Vladimir",,11/08/2026,terça-feira,,Baixa,Viviane,A fazer,,
Video Teaser,Video,Mineiro,,,12/08/2026,quarta-feira,18:00:00,Baixa,Junior,A fazer,,
7 - corantes,Video,icecream,,,12/08/2026,quarta-feira,,Baixa,Junior,A fazer,,
O Checklist da Indústria (Foco Comercial):,Estático,icecream,"Arte: Um layout limpo e corporativo, trazendo um checklist contrastante com o fundo institucional da fábrica desfocado.

Texto na imagem: Por que grandes indústrias escolhem a Ice Cream?
[✔] Fabricação Própria e Alta Escala
[✔] Customização de Sabores
[✔] 40 Anos de Tecnologia",,13/08/2026,quinta-feira,,Baixa,Viviane,A fazer,,
Carrossel 3: Laboratório e Customização,carrossel,icecream,"Slide 1 (Capa): Seu concorrente está copiando o seu sabor? Nós resolvemos isso.

Slide 2: Usar produtos de prateleira é prático, mas ter uma assinatura única no paladar é o que fideliza clientes e blinda sua marca.

Slide 3: Aqui na planta da Ice Cream, temos laboratório próprio focado em desenvolver aromas, cores e sabores 100% sob demanda.

Slide 4: Você traz a demanda do seu público, e nossa equipe formula a matéria-prima industrial exclusiva para o seu CNPJ.

Slide 5 (CTA): Saia do óbvio no mercado. Agende uma consultoria técnica e crie sua linha de sabores exclusivos.",,17/08/2026,segunda-feira,,Baixa,Viviane,A fazer,,
8 - linha de chocolate,Video,icecream,,,17/08/2026,segunda-feira,,Baixa,Junior,A fazer,,
9 - linha pasta para sorvetes,Video,icecream,,,19/08/2026,quarta-feira,,Baixa,Junior,A fazer,,
10 - produtos específicos,Video,icecream,,,24/08/2026,segunda-feira,,Baixa,Junior,A fazer,,
16 - Entrevista Suricato 3,Video,Suricato,,,,sábado,14:00:00,Baixa,Junior,A fazer,,
17 - Entrevista Suricato 4,Video,Suricato,,,,sábado,,Baixa,Junior,A fazer,,
"02 - Atendimento Rápido  
",Captação,Suricato,"CENÁRIO: O cliente está sentado aguardando atendimento.
AÇÃO: O Barbeiro entra na cena em passos rápidos, vai direto até a  cadeira do cliente e começa a disparar as perguntas sem pausa. O cliente responde na mesma velocidade, como um bate-volta.
DIÁLOGO:
Barbeiro:  E aí meu patrão, vai ser cabelo ou barba? Cliente: Cabelo.
Barbeiro: Degradê ou social? Cliente: Degradê.
Barbeiro: Na zero ou na um? Cliente: Na zero.
Barbeiro: Neymar ou Endrick? Cliente: Neymar.
Barbeiro: Um sonho? Cliente: Uma casa grande.
Barbeiro: Água mole em pedra dura... Cliente: ...tanto bate até que fura.
Barbeiro: Um dia? Cliente: O Dia do Barbeiro.
Barbeiro: Um medo. Cliente: De não conseguir agendar meu horário aqui no Suricato pro final de semana.
",,,sábado,14:00:00,Baixa,Junior,A fazer,,
03 - O Tom Que Falou Comigo,Captação,Suricato,"CENÁRIO: Interior da barbearia. O Barbeiro 2 está de costas, talvez arrumando os produtos na prateleira ou limpando o espelho. O Barbeiro 1 entra em cena apressado e irritado.
PERSONAGENS:
Barbeiro 1: O que dá a bronca (e depois canta).
Barbeiro 2: O que não gosta do tom.
CENA 1:  
Ação: O Barbeiro 1 chega gesticulando de forma agressiva, apontando para o chão cheio de cabelo ao redor da cadeira.
Barbeiro 1: (Gritando, bem estressado) ""Eu não falei pra você varrer o chão?!""
Ação: O Barbeiro 2 para o que está fazendo, vira para trás com cara de deboche e cruza os braços.
Barbeiro 2: ""Tá achando que é meu pai pra ficar mandando em mim, é? Não gostei desse tom que tu falou comigo não.""
CENA 2: 
Ação: O Barbeiro 1 muda completamente a postura. Ele começa a estalar os dedos no ritmo de uma música lenta, mexendo a cabeça suavemente.
Barbeiro 1: (Cantando em um tom suave e sedutor) ""Eu não falei... pra você varrer... o chããão...""
Barbeiro 2: (Começa a balançar os ombros no ritmo, sorrindo de canto) ""Ó, tá melhorando... mas ainda não gostei não.""
CENA 3:  
Ação: O Barbeiro 1 muda o ritmo. Ele começa a fazer um passinho de pagode, balançando os braços como se estivesse tocando um pandeiro imaginário e sorrindo.
Barbeiro 1: (Cantando no ritmo de pagode) ""Eu não faleeei... pra você varrê o chããão...""
Barbeiro 2: (Dançando junto, concordando com a cabeça) ""Ó, dá pra melhorar... Mas ainda não gostei não.""
CENA 4:  
Ação: O Barbeiro 1 fecha a cara de repente. Ele se agacha um pouco, faz a clássica pose de vocalista de banda de metal segurando um microfone invisível com as duas mãos.
Efeito de Vídeo: A tela fica em preto e branco e a câmera treme um pouco.
Barbeiro 1: (Dando um grito gutural, rasgado e agressivo) ""EU NÃO FALEEEI... PRA VOCÊ VARRER O CHÃAAO!!!""
Ação: O vídeo corta abruptamente no meio do grito. Fim.
",,,sábado,14:00:00,Baixa,Junior,A fazer,,
"04 - O Encaro Constrangedor
",Captação,Suricato,"CENÁRIO: Interior da barbearia. O ambiente está normal, com aquele som constante de maquininhas de cortar cabelo zumbindo no fundo.
TEXTO NA TELA (Início ao fim): ""QUANDO O BARBEIRO GIRA A CADEIRA E VOCÊ FICA ENCARANDO O CARA DO LADO:""
PERSONAGENS:
Cliente 1: Sério, rosto fechado.
Cliente 2): Desconfortável, tentando ser educado.
Barbeiros 1 e 2: Trabalhando normalmente, alheios ao clima pesado.
CENA 1: A Virada
Ação: O Cliente 1 e o Cliente 2 estão sentados em cadeiras vizinhas, cobertos com as capas de corte. O barbeiro do Cliente 2 precisa acertar a lateral do cabelo e, casualmente, gira a cadeira dele em 90 graus.
O Problema: Agora, o Cliente 2 está posicionado exatamente de frente para o Cliente 1.
CENA 2: O Contato Visual (Cortes Rápidos)
Ação: A câmera corta freneticamente entre os rostos dos dois clientes.
Foco Cliente 1: Ele tenta manter o olhar fixo no espelho (ou no vazio), mas acaba cruzando o olhar com o cara da frente.
Foco Cliente 2: Ele olha para a frente, pisca várias vezes, totalmente sem saber para onde direcionar os olhos.
CENA 3: O Sorriso Amarelo
Ação: A câmera mostra uma visão mais aberta dos dois, frente a frente, a menos de um metro de distância. Os barbeiros continuam passando a máquina como se nada estivesse acontecendo.
Ação: Os dois clientes se encaram novamente. Sem saída, ambos dão aquele sorriso forçado, rápido e sincronizado, típico de quem não sabe o que fazer.
CENA 4: O Colapso Interno
Ação: A câmera foca no Cliente 2 de perfil. O nível de constrangimento chega ao limite. Ele fecha os olhos por um segundo, coloca a mão no peito e solta um suspiro profundo e audível, quase como se estivesse tendo uma crise de ansiedade por causa da situação.
Desfecho: O vídeo encerra com ele suspirando e o som da maquininha ao fundo.
",,,sábado,14:00:00,Baixa,Junior,A fazer,,
"05 - A Mágica da Toalha (A Verdade Revelada)
",Captação,Suricato,"CENÁRIO: Interior da barbearia. O Barbeiro 2 está no fundo, aparentemente cortando o cabelo de um cliente. O Barbeiro 1 está em primeiro plano, mais perto da câmera. PERSONAGENS:
Barbeiro 1: O ""Mágico"", muito concentrado.
Barbeiro 2: O ""Cúmplice"" no fundo.
CENA 1: A Ilusão Ação: O Barbeiro 1 está segurando uma toalha de barbearia pelos cantos. Ele faz uma cara de misterioso, solta as mãos lentamente e a toalha fica flutuando no ar. Ele passa as mãos em volta para mostrar que ""não tem fios"". Áudio: Uma música clássica de mágica ou som de mistério
CENA 2: A Quebra do Truque Ação: A câmera começa a se mover lentamente para o lado (em movimento de panning), revelando o ângulo lateral da cena. O mistério acaba. Revelação: O Barbeiro 2, lá no fundo, está com o braço segurando uma vassoura. É o cabo da vassoura que está espetado por trás da toalha, mantendo ela no ar.
CENA 3: A Mensagem Ação: A câmera dá um zoom rápido no cabo da vassoura. Nele, há um papel colado (ou escrito com canetão grosso) com a frase em destaque: ""VOCÊ É FEIO, CORTE O CABELO AGORA!"" 
",,,sábado,14:00:00,Baixa,Junior,A fazer,,
17 - Entrevista Suricato 5,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
18 - Entrevista Suricato 6,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
18 - Entrevista Suricato 7,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
19 - Entrevista Suricato 8,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
20 - Entrevista Suricato 9,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
21 - Entrevista Suricato 10,Video,Suricato,Falta Editar,,,sábado,,Baixa,Junior,A fazer,,
Colando cartaz ,Captação,Venturini,Filmar o Gustavo colando em alguma parede escrito save the date - 10/07 - lançamento do album,,,sábado,,Baixa,Junior,Arquivado,https://www.instagram.com/p/DWmOkXhjrey/,
4- A Trágica Realidade do Sorvete,Captação,Venturini,"Personagem: Gustavinn 
Cenário: Uma cozinha, de frente para a geladeira. 

Texto na Tela (Fixo): ""Quando você é adulto, abre o pote de sorvete e realmente é sorvete, e agora você tem que cozinhar o feijão.""
Cena 1:  
Ação: Gustavinn abre a porta do congelador da geladeira com tranquilidade.
Ação Contínua: Ele puxa lá de dentro um clássico pote de sorvete (de preferência de plástico ).
Cena 2:  
Ação: Gustavinn segura o pote com uma mão e abre a tampa com a outra, esperando encontrar aquele bloco de feijão congelado salvador.
Expressão: Ele olha para o fundo do pote e seu rosto muda instantaneamente. A expectativa de um almoço fácil se transforma em choque puro ao ver que o pote tem sorvete de verdade.
Dica de gravação para o Gustavinn: O segredo dessa trend é a dramatização exagerada no final. A dor de não ter feijão pronto precisa parecer a pior coisa que já aconteceu na sua vida naquele dia.",,,sábado,18:00:00,Baixa,Viviane,Arquivado,,
"Roteiro 6: Lágrimas no Maní (A Emoção da Experiência)",Video,Full Gaz,,,,sábado,18:00:00,Baixa,Junior,Finalizado,,
